,0,1,2,3,4,5,6,7,8,9,10,11,date
4192,中国广核集团有限公司,CHGDNU 3.875 09/11/23,100.047,3.875,3.826,500.00 百万,2018-09-11,"一般企业用途,再融资",--,--,产业债,752,2023/09/11
4193,中国广核集团有限公司,CHGDNU 4.8 09/11/48,98.477,4.8,4.904,100.00 百万,2018-09-11,"一般企业用途,再融资",--,--,产业债,753,2048/09/11
4194,新鸿基地产发展有限公司,SUNHUN 3.35 09/11/23,-,3.35,-,300.00 百万,2018-09-10,--,--,--,地产债,99468,2023/09/11
4195,中国平安保险海外(控股)有限公司,PINGIN 4.375 09/10/23,99.669,4.375,4.701,500.00 百万,2018-09-10,公司间贷款,--,--,金融债,757,2023/09/10
4196,中国奥园集团股份有限公司,CAPG 7.15 09/07/21,-,7.15,-,100.00 百万,2018-09-07,Working Capital Refinance,2020/9/7,2020/9/7,地产债,99382,2021/09/07
4197,九龙仓集团有限公司,WHARF 3.3 09/07/23,-,3.3,-,300.00 百万,2018-09-07,General Corporate Purposes,--,--,地产债,99411,2023/09/07
4198,中国工商银行股份有限公司,ICBCAS 0 03/20/19,100.000,0,-,40.00 百万,2018-09-07,--,--,--,金融债,27508,2019/03/20
4199,绵阳市投资控股(集团)有限公司,MIANYA 4.9 09/05/19,-,4.9,-,70.00 百万,2018-09-07,--,--,--,城投债,101502,2019/09/05
4200,中国铝业股份有限公司,CHALHK 4.875 09/07/21,100.000,4.875,-,400.00 百万,2018-09-07,"一般企业用途,再融资",--,--,产业债,756,2021/09/07
4201,中国奥园集团股份有限公司,CAPG 7.95 09/07/21,102.018,7.95,3.240,500.00 百万,2018-09-07,"运营资本,再融资",2020/9/7,2020/9/7,地产债,759,2021/09/07
4202,珠海华发集团有限公司,ZHHFGR 5.4 09/07/21,100.000,5.4,-,500.00 百万,2018-09-07,再融资,--,--,城投债,762,2021/09/07
4203,新鸿基地产发展有限公司,SUNHUN 3.55 09/06/28,-,3.55,-,300.00 百万,2018-09-06,--,--,--,地产债,99498,2028/09/06
4204,中国工商银行股份有限公司,ICBCAS 0 09/05/19,100.000,0,-,100.00 百万,2018-09-06,--,--,--,金融债,27577,2019/09/05
4205,中国银行股份有限公司,BCHINA 0 07/27/20,-,0,-,10.00 百万,2018-09-06,--,--,--,金融债,755,2020/07/27
4206,金地(集团)股份有限公司,GEMDAL 6 09/06/21,100.000,6,-,450.00 百万,2018-09-06,"一般企业用途,再融资",2020/9/6,2020/9/6,地产债,758,2021/09/06
4207,南丰国际控股有限公司,NANFUN 5 09/05/28,97.155,5,5.561,500.00 百万,2018-09-05,运营资本、再融资,--,--,地产债,3369,2028/09/05
4208,大新银行有限公司,DAHSIN 3.05 09/05/19,100.000,3.05,-,30.00 百万,2018-09-05,--,--,--,金融债,27773,2019/09/05
4209,长江实业集团有限公司,CKPFIN 3.57 09/05/28,-,3.57,-,2000.00 百万,2018-09-05,--,--,--,地产债,99454,2028/09/05
4210,上海临港经济发展(集团)有限公司,SHLGED 4.625 09/05/21,100.000,4.625,-,300.00 百万,2018-09-05,"运营资本,项目融资",--,--,城投债,761,2021/09/05
4211,香港上海汇丰银行有限公司,HSBC 0.4 08/20/19,-,0.4,-,45.00 百万,2018-08-31,--,--,--,金融债,99603,2019/08/20
4212,中国银行股份有限公司,BCHINA 3.12 08/30/19,100.000,3.12,-,35.00 百万,2018-08-31,--,--,--,金融债,27502,2019/08/30
4213,中国银行股份有限公司,BCHINA 3.05 08/30/19,100.000,3.05,-,5.00 百万,2018-08-31,--,--,--,金融债,27763,2019/08/30
4214,天津临港投资控股有限公司,TJHARB 6.75 08/26/19,-,6.75,-,110.00 百万,2018-08-31,再融资,--,--,城投债,760,2019/08/26
4215,天誉置业(控股)有限公司,SKYFAM 10 08/28/19,-,10,-,30.00 百万,2018-08-30,"运营资本,再融资",--,--,地产债,769,2019/08/28
4216,渣打银行(香港)有限公司,STANLN Float 08/30/28,-,  ,-,50.00 百万,2018-08-30,--,--,--,金融债,100959,2028/08/30
4217,凯基国际(香港)有限公司,KGIINT 1 08/25/21,-,1,-,50.00 百万,2018-08-30,--,--,--,金融债,99478,2021/08/25
4218,中国工商银行股份有限公司,ICBCAS 0 08/28/19,100.000,0,-,100.00 百万,2018-08-29,--,--,--,金融债,27659,2019/08/28
4219,中国建设银行股份有限公司,CCB Float 08/29/19,100.000,L+51,-,15.00 百万,2018-08-29,--,--,--,金融债,27761,2019/08/29
4220,中国工商银行(澳门)股份有限公司,ICBCAS 0 02/28/19,100.000,0,-,10.00 百万,2018-08-29,--,--,--,金融债,27520,2019/02/28
4221,力高地产集团有限公司,REDPRO 11 08/29/20,100.000,11,-,200.00 百万,2018-08-29,再融资,--,--,地产债,763,2020/08/29
4222,中国建设银行股份有限公司,CCB Float 08/29/19,-,L+50,-,60.00 百万,2018-08-29,--,--,--,金融债,765,2019/08/29
4223,中国工商银行股份有限公司,ICBCAS 0 08/27/19,100.000,0,-,50.00 百万,2018-08-28,--,--,--,金融债,27692,2019/08/27
4224,阜丰集团有限公司,FUFENG 5.875 08/28/21,100.000,5.875,-,350.00 百万,2018-08-28,再融资,--,--,产业债,767,2021/08/28
4225,广州地铁集团有限公司,GUAMET 4.4 08/27/20,100.000,4.4,-9.779,630.00 百万,2018-08-27,"项目融资,再融资",--,--,城投债,770,2020/08/27
4226,杭州上城区城市建设综合开发有限公司,ZHEBAR 6.8 08/27/21,100.000,6.8,-,200.00 百万,2018-08-27,--,--,--,城投债,771,2021/08/27
4227,中国进出口银行,EXIMCH Float 08/27/21,100.000,3mL+60,-,780.00 百万,2018-08-27,--,--,--,金融债,774,2021/08/27
4228,龙光集团有限公司,LOGPH 7.5 08/27/21,100.000,7.5,-,300.00 百万,2018-08-27,再融资,2020/8/27,2020/8/27,地产债,766,2021/08/27
4229,华泰证券股份有限公司,HFHHK 3.2 11/26/18,-,3.2,-,10.00 百万,2018-08-24,--,--,--,金融债,772,2018/11/26
4230,中国工商银行股份有限公司,ICBCAS 0 06/24/19,98.080,0,3.252,100.00 百万,2018-08-24,--,--,--,金融债,27656,2019/06/24
4231,中国工商银行股份有限公司,ICBCAS 0 05/24/19,100.000,0,-,100.00 百万,2018-08-24,--,--,--,金融债,27675,2019/05/24
4232,中国工商银行股份有限公司,ICBCAS 0 08/23/19,100.000,0,-,50.00 百万,2018-08-24,--,--,--,金融债,27686,2019/08/23
4233,中国银行股份有限公司,BCHINA 0 08/22/19,-,0,-,10.00 百万,2018-08-23,--,--,--,金融债,768,2019/08/22
4234,中国工商银行(亚洲)有限公司,ICBCAS 3 08/23/21,-,3,-,150.00 百万,2018-08-23,--,--,--,金融债,99499,2021/08/23
4235,中国工商银行(澳门)股份有限公司,ICBCAS 0 05/23/19,100.000,0,-,30.00 百万,2018-08-23,--,--,--,金融债,27567,2019/05/23
4236,中国工商银行股份有限公司,ICBCAS Float 08/22/20,100.000,3mL+70bps,-,100.00 百万,2018-08-22,--,--,--,金融债,96749,2020/08/22
4237,中信证券国际有限公司,CSILTD Float 08/22/23,100.280,--,5.202,100.00 百万,2018-08-22,投资,--,--,金融债,764,2023/08/22
4238,中国银行股份有限公司,BCHINA Float 08/22/19,-,--,-,70.70 百万,2018-08-21,--,--,--,金融债,773,2019/08/22
4239,中国银行股份有限公司,BCHINA 3.01 08/20/19,100.000,3.01,-,5.00 百万,2018-08-21,--,--,--,金融债,27511,2019/08/20
4240,中国工商银行股份有限公司,ICBCAS 0 04/18/19,98.674,0,3.210,100.00 百万,2018-08-21,--,--,--,金融债,27789,2019/04/18
4241,北京建工集团有限责任公司,BJCONS 5.75 08/20/21,100.000,5.75,-,600.00 百万,2018-08-20,"运营资本,再融资",--,--,产业债,775,2021/08/20
4242,毅高(国际)控股集团有限公司,ECHIHG 7 08/20/23,-,7,-,13.00 百万,2018-08-20,--,2019-08-20,2019-08-20,产业债,99661,2023/08/20
4243,海通证券股份有限公司,HTISEC 3.5 05/21/19,-,3.5,-,120.00 百万,2018-08-20,--,--,--,金融债,100960,2019/05/21
4244,中华人民共和国(香港特区政府),HKGB 1.78 08/20/20,-,1.78,-,1200.00 百万,2018-08-20,--,--,--,政府债,99455,2020/08/20
4245,北京建设(控股)有限公司,BEIPRO 9 08/16/20,100.000,9,-,250.00 百万,2018-08-16,"一般企业用途,再融资",--,--,地产债,776,2020/08/16
4246,中国银行股份有限公司,BCHINA Float 08/16/19,-,L+45,-,100.00 百万,2018-08-16,--,--,--,金融债,777,2019/08/16
4247,交通银行股份有限公司,BOCOM Float 05/15/20,100.000,3mL+70,-,90.00 百万,2018-08-16,--,--,--,金融债,3800,2020/05/15
4248,东方证券股份有限公司,ORSECH 1.61 08/14/19,-,1.61,-,124.00 百万,2018-08-16,Intercompany Loan,--,--,金融债,99579,2019/08/14
4249,启迪控股股份有限公司,THSCPA 7.95 05/13/24,16.715,7.95,166.075,400.00 百万,2018-08-15,一般企业用途,--,--,产业债,778,2024/05/13
4250,中国建设银行股份有限公司,CCB 2.43 11/15/18,99.984,2.43,2.545,81.30 百万,2018-08-15,--,--,--,金融债,27811,2018/11/15
4251,海通国际证券集团有限公司,HTISEC 3 08/13/19,-,3,-,200.00 百万,2018-08-14,--,--,--,金融债,99609,2019/08/13
4252,渣打银行(香港)有限公司,STANLN Float 07/02/19,-,3ML+130,-,14.62 百万,2018-08-14,--,--,--,金融债,100948,2019/07/02
4253,新鸿基地产发展有限公司,SUNHUN 3.552 08/14/28,-,3.552,-,300.00 百万,2018-08-14,--,--,--,地产债,99676,2028/08/14
4254,海通恒信金融集团有限公司,HAISEC 4.3 08/11/19,-,4.3,-,60.00 百万,2018-08-13,--,--,--,金融债,780,2019/08/11
4255,海通国际证券集团有限公司,HTISEC 3 08/09/19,-,3,-,800.00 百万,2018-08-10,--,--,--,金融债,99600,2019/08/09
4256,中国工商银行股份有限公司,ICBCAS 0 08/07/19,100.000,0,-,50.00 百万,2018-08-10,--,--,--,金融债,27700,2019/08/07
4257,武汉城市建设集团有限公司,WHREST 5.7 08/09/21,100.000,5.7,-,500.00 百万,2018-08-09,"一般企业用途,运营资本",--,--,城投债,781,2021/08/09
4258,中国银行股份有限公司,BCHINA Float 08/09/21,100.000,3mL+75,-,300.00 百万,2018-08-09,--,--,--,金融债,782,2021/08/09
4259,合景泰富集团控股有限公司,KWGPRO 7.875 08/09/21,100.000,7.875,-,350.00 百万,2018-08-09,再融资,2020/8/9,2020/8/9,地产债,784,2021/08/09
4260,金沙中国有限公司,SANLTD 5.125 08/08/25,109.988,5.125,3.121,1800.00 百万,2018-08-09,"资本支出,一般企业用途,再融资",2025/6/8,2025/6/8,产业债,3414,2025/08/08
4261,金沙中国有限公司,SANLTD 4.6 08/08/23,105.518,4.6,2.904,1800.00 百万,2018-08-09,"资本支出,一般企业用途,再融资",2023/7/8,2023/7/8,产业债,3449,2023/08/08
4262,金沙中国有限公司,SANLTD 4.6 08/08/23,105.518,4.6,2.904,1800.00 百万,2018-08-09,"资本支出,一般企业用途,再融资",2023/7/8,2023/7/8,产业债,3724,2023/08/08
4263,金沙中国有限公司,SANLTD 4.6 08/08/23,105.530,4.6,2.904,1695.85 百万,2018-08-09,"资本支出,一般企业用途,再融资",2023/7/8,2023/7/8,产业债,3725,2023/08/08
4264,金沙中国有限公司,SANLTD 5.125 08/08/25,109.988,5.125,3.121,1800.00 百万,2018-08-09,"资本支出,一般企业用途,再融资",2025/6/8,2025/6/8,产业债,3726,2025/08/08
4265,金沙中国有限公司,SANLTD 5.4 08/08/28,113.362,5.4,3.525,1900.00 百万,2018-08-09,"资本支出,一般企业用途,再融资",2028/5/8,2028/5/8,产业债,3727,2028/08/08
4266,金沙中国有限公司,SANLTD 5.4 08/08/28,113.374,5.4,3.525,1892.76 百万,2018-08-09,"资本支出,一般企业用途,再融资",2028/5/8,2028/5/8,产业债,3728,2028/08/08
4267,金沙中国有限公司,SANLTD 5.125 08/08/25,110.002,5.125,3.121,1786.47 百万,2018-08-09,"资本支出,一般企业用途,再融资",2025/6/8,2025/6/8,产业债,3729,2025/08/08
4268,金沙中国有限公司,SANLTD 5.4 08/08/28,113.362,5.4,3.525,1900.00 百万,2018-08-09,"资本支出,一般企业用途,再融资",2028/5/8,2028/5/8,产业债,3483,2028/08/08
4269,禹洲集团控股有限公司,YUZHOU 6.9 08/06/19,100.000,6.9,-,40.00 百万,2018-08-07,运营资本,--,--,地产债,783,2019/08/06
4270,中国蒙牛乳业有限公司,CHMEDA 4.25 08/07/23,100.257,4.25,3.969,500.00 百万,2018-08-07,再融资,--,--,产业债,785,2023/08/07
4271,中国建设银行股份有限公司,CCB 2.65 11/07/18,100.000,2.65,-,100.00 百万,2018-08-07,--,--,--,金融债,27611,2018/11/07
4272,招商局港口控股有限公司,CMHI 4.375 08/06/23,100.451,4.375,3.883,900.00 百万,2018-08-06,"一般企业用途,再融资",--,--,产业债,786,2023/08/06
4273,招商局港口控股有限公司,CMHI 5 08/06/28,103.913,5,4.248,600.00 百万,2018-08-06,"一般企业用途,再融资",--,--,产业债,787,2028/08/06
4274,国泰君安国际控股有限公司,GUOTJU 2.6 08/02/19,-,2.6,-,30.00 百万,2018-08-03,--,--,--,金融债,788,2019/08/02
4275,中国进出口银行,EXIMCH Float 08/03/21,100.000,3mL+60,-,140.00 百万,2018-08-03,--,--,--,金融债,792,2021/08/03
4276,新鸿基地产发展有限公司,SUNHUN 3.51 08/03/28,-,3.51,-,350.00 百万,2018-08-03,--,--,--,地产债,99538,2028/08/03
4277,首创钜大有限公司,JUDA Float 08/02/21,100.000,3mL+257.5,-,400.00 百万,2018-08-02,"一般企业用途,再融资",--,--,地产债,789,2021/08/02
4278,甘肃省公路航空旅游投资集团有限公司,GSHIAV 6.25 08/02/21,100.000,6.25,-,500.00 百万,2018-08-02,"一般企业用途,再融资",--,--,城投债,790,2021/08/02
4279,海通证券股份有限公司,HTISEC 3.5 05/02/19,-,3.5,-,100.00 百万,2018-08-02,--,--,--,金融债,100943,2019/05/02
4280,远洋集团控股有限公司,SINOCE Float 07/31/21,100.000,3mL+230,-,700.00 百万,2018-07-31,再融资,--,--,地产债,793,2021/07/31
4281,华夏幸福基业股份有限公司,CHFOTN 9 07/31/21,9.325,9,-,940.00 百万,2018-07-31,"一般企业用途,再融资",--,--,地产债,794,2021/07/31
4282,冠君产业信托,CPREIT 4 07/31/25,-,4,-,450.00 百万,2018-07-31,--,--,--,地产债,99415,2025/07/31
4283,中国工商银行股份有限公司,ICBCAS 0 10/31/18,100.000,0,-,100.00 百万,2018-07-31,--,--,--,金融债,27826,2018/10/31
4284,中国工商银行股份有限公司,ICBCAS Float 07/30/20,-,3ML+70,-,50.00 百万,2018-07-30,--,--,--,金融债,100931,2020/07/30
4285,绿领控股集团有限公司,NASIAR 1.5 07/29/22,-,1.5,-,395.00 百万,2018-07-30,再融资,2018/7/30及以后,2018/7/30及以后,产业债,99654,2022/07/29
4286,中国工商银行股份有限公司,ICBCAS Float 07/30/20,100.000,3ml+70bp,-,100.00 百万,2018-07-30,--,--,--,金融债,100170,2020/07/30
4287,新鸿基地产发展有限公司,SUNHUN 3.25 07/30/23,-,3.25,-,300.00 百万,2018-07-30,--,--,--,地产债,99444,2023/07/30
4288,中国工商银行股份有限公司,ICBCAS Float 07/30/20,100.000,3mL+70bps,-,50.00 百万,2018-07-30,--,--,--,金融债,96729,2020/07/30
4289,中国国际金融(国际)有限公司,CICCHK 3.6 07/29/19,-,3.6,-,24.00 百万,2018-07-30,--,--,--,金融债,99568,2019/07/29
4290,融创中国控股有限公司,SUNAC 8.625 07/27/20,100.081,8.625,-,750.00 百万,2018-07-27,再融资,--,--,地产债,795,2020/07/27
4291,中国进出口银行,EXIMCH Float 07/27/23,100.224,3mL+70,-,390.00 百万,2018-07-27,--,--,--,金融债,796,2023/07/27
4292,中国进出口银行,EXIMCH Float 07/27/21,-,3mL+60,-,200.00 百万,2018-07-27,--,--,--,金融债,798,2021/07/27
4293,九龙仓集团有限公司,WHARF 3.02 01/27/21,-,3.02,-,280.00 百万,2018-07-27,--,--,--,地产债,99496,2021/01/27
4294,海通国际证券集团有限公司,HTISEC Float 07/26/19,-,3mH+132,-,205.00 百万,2018-07-27,--,--,--,金融债,99569,2019/07/26
4295,顺丰控股股份有限公司,SFHOLD 4.125 07/26/23,99.884,4.125,4.251,500.00 百万,2018-07-26,--,--,--,产业债,797,2023/07/26
4296,中国工商银行股份有限公司,ICBCAS 0 01/25/19,99.403,0,3.173,100.00 百万,2018-07-25,--,--,--,金融债,27708,2019/01/25
4297,恒基兆业地产有限公司,HENLND 3.63 07/25/28,-,3.63,-,200.00 百万,2018-07-25,--,--,--,地产债,99502,2028/07/25
4298,中国工商银行股份有限公司,ICBCAS Float 07/24/20,100.000,L+70,-,150.00 百万,2018-07-24,--,--,--,金融债,800,2020/07/24
4299,海通证券股份有限公司,HTISEC 3.5 04/18/19,-,3.5,-,50.00 百万,2018-07-19,--,--,--,金融债,100944,2019/04/18
4300,雅居乐集团控股有限公司,AGILE 8.5 07/18/21,100.000,8.5,-,600.00 百万,2018-07-18,再融资,2020/7/18,2020/7/18,地产债,806,2021/07/18
4301,国银租赁(国际)有限公司,CDBLFD Float 07/18/21,100.000,3mL+115,-,500.00 百万,2018-07-18,"一般企业用途,运营资本",--,--,金融债,808,2021/07/18
4302,中国工商银行股份有限公司,ICBCAS 0 04/16/19,100.000,0,-,150.00 百万,2018-07-16,--,--,--,金融债,27669,2019/04/16
4303,花样年控股集团有限公司,FTHDGR 12 07/15/19,-,12,-,140.00 百万,2018-07-16,--,--,--,地产债,807,2019/07/15
4304,招银国际金融有限公司,CHINAM Float 07/16/21,100.000,3mL+128,-,300.00 百万,2018-07-16,--,--,--,金融债,809,2021/07/16
4305,中国国际金融(国际)有限公司,CICCHK 2.97 01/14/19,-,2.97,-,50.00 百万,2018-07-12,--,--,--,金融债,811,2019/01/14
4306,CCB Leasing (International) Corporation Designated Activity Company,CCBL Float 07/12/23,99.948,3mL+125,-,400.00 百万,2018-07-12,--,--,--,金融债,812,2023/07/12
4307,恒基兆业地产有限公司,HENLND 3.05 07/12/21,-,3.05,-,400.00 百万,2018-07-12,--,--,--,地产债,99469,2021/07/12
4308,石家庄市交通投资开发有限公司,SJZYUF 6.8 07/09/19,-,6.8,-,80.00 百万,2018-07-11,--,--,--,城投债,810,2019/07/09
4309,海通国际证券集团有限公司,HTISEC Float 07/09/19,-,3mH+135,-,230.00 百万,2018-07-10,--,--,--,金融债,99614,2019/07/09
4310,昆明钢铁控股有限公司,KMIRON 7.5 07/10/20,-,7.5,-,100.00 百万,2018-07-10,--,--,--,产业债,814,2020/07/10
4311,渣打银行(香港)有限公司,STANLN Float 03/10/21,-,3ML+135,-,18.07 百万,2018-07-10,--,--,--,金融债,100934,2021/03/10
4312,中国国际金融(国际)有限公司,CICCHK 2.7 07/08/19,-,2.7,-,10.00 百万,2018-07-09,--,--,--,金融债,813,2019/07/08
4313,中华人民共和国,CGB 3.8 07/09/23,-,3.8,-,3400.00 百万,2018-07-09,--,--,--,政府债,99385,2023/07/09
4314,中华人民共和国,CGB 3.65 07/09/20,-,3.65,-,6600.00 百万,2018-07-09,--,--,--,政府债,99398,2020/07/09
4315,中国工商银行股份有限公司,ICBCAS 0 07/05/19,100.000,0,-,23.00 百万,2018-07-06,--,--,--,金融债,27759,2019/07/05
4316,中国建设银行股份有限公司,CCB 0 10/11/18,100.000,0,-,26.00 百万,2018-07-05,--,--,--,金融债,27688,2018/10/11
4317,中国华融国际控股有限公司,HRINTH Float 07/03/23,95.238,3mL+132.5,-,550.00 百万,2018-07-03,"一般企业用途,运营资本",--,--,金融债,818,2023/07/03
4318,中国华融国际控股有限公司,HRINTH Float 07/03/21,100.000,3mL+117.5,-,400.00 百万,2018-07-03,"一般企业用途,运营资本",--,--,金融债,819,2021/07/03
4319,远东宏信有限公司,FRESHK Float 07/05/21,100.000,3mL+200,-,400.00 百万,2018-07-03,"一般企业用途,运营资本",--,--,金融债,820,2021/07/05
4320,中国建设银行股份有限公司,CCB 0 10/02/18,100.000,0,-,100.00 百万,2018-07-03,--,--,--,金融债,27780,2018/10/02
4321,挚文集团,MOMO 1.25 07/01/25,92.001,1.25,-,725.00 百万,2018-07-02,再融资,2023/7/1,2023/7/1,产业债,816,2025/07/01
4322,挚文集团,MOMO 1.25 07/01/25,81.097,1.25,-,725.00 百万,2018-07-02,再融资,2023/7/1,2023/7/1,产业债,817,2025/07/01
4323,中国工商银行股份有限公司,ICBCAS 0 06/24/19,100.000,0,-,70.00 百万,2018-06-29,--,--,--,金融债,27596,2019/06/24
4324,交通银行股份有限公司,BOCOM Float 06/29/21,-,3mH+58,-,1560.00 百万,2018-06-29,--,--,--,金融债,99552,2021/06/29
4325,中国建设银行股份有限公司,CCB 0 06/27/19,100.000,0,-,100.00 百万,2018-06-28,--,--,--,金融债,27670,2019/06/27
4326,国泰君安国际控股有限公司,GUOTJU 1.5 09/18/18,-,1.5,-,73.00 百万,2018-06-28,--,--,--,金融债,99611,2018/09/18
4327,正荣地产集团有限公司,ZHPRHK 10.5 06/28/20,100.226,10.5,-,400.00 百万,2018-06-28,再融资,--,--,地产债,823,2020/06/28
4328,工银国际控股有限公司,ICBCIH Float 06/28/21,100.000,3mL+118,-,700.00 百万,2018-06-28,公司间贷款,--,--,金融债,824,2021/06/28
4329,中国建设银行股份有限公司,CCB 0 06/03/19,100.000,0,-,45.00 百万,2018-06-28,--,--,--,金融债,27503,2019/06/03
4330,香港铁路有限公司,MTRC 2.52 06/29/20,-,2.52,-,348.00 百万,2018-06-28,Green Bond/Loan,--,--,产业债,99472,2020/06/29
4331,中国工商银行股份有限公司,ICBCAS 0 09/28/18,100.000,0,-,100.00 百万,2018-06-28,--,--,--,金融债,27825,2018/09/28
4332,遵义道桥建设(集团)有限公司,ZYRDBG 6.8 06/25/19,-,6.8,-,80.00 百万,2018-06-27,--,--,--,城投债,822,2019/06/25
4333,雅居乐集团控股有限公司,AGILE 8.55 PERP,100.000,8.55,-,100.00 百万,2018-06-26,再融资,2021/6/26,2021/6/26,地产债,825,PERP
4334,绿地香港控股有限公司,GRNLHK 7.875 06/25/19,100.000,7.875,-,200.00 百万,2018-06-26,"一般企业用途,再融资",--,--,地产债,828,2019/06/25
4335,绿地控股集团有限公司,GRNLGR Float 09/26/21,100.000,3mL+485,-,550.00 百万,2018-06-26,"一般企业用途,再融资",--,--,地产债,831,2021/09/26
4336,华泰证券股份有限公司,HFHHK 3 09/25/18,-,3,-,7.40 百万,2018-06-25,--,--,--,金融债,826,2018/09/25
4337,中国建设银行股份有限公司,CCB 0 06/24/19,100.000,0,-,16.00 百万,2018-06-25,--,--,--,金融债,27515,2019/06/24
4338,泰州市交通产业集团有限公司,TAZHTR 6 06/20/19,-,6,-,60.00 百万,2018-06-22,--,--,--,城投债,830,2019/06/20
4339,华夏幸福基业股份有限公司,CHFOTN 9 06/21/21,9.860,9,-,200.00 百万,2018-06-21,"一般企业用途,再融资",--,--,地产债,833,2021/06/21
4340,中国工商银行股份有限公司,ICBCAS 3 06/21/20,-,3,-,2600.00 百万,2018-06-21,Green Bond/Loan,--,--,金融债,99407,2020/06/21
4341,中国工商银行(亚洲)有限公司,ICBCAS Float 06/21/21,100.000,3mL+75,-,200.00 百万,2018-06-21,绿色债券/贷款,--,--,金融债,3500,2021/06/21
4342,中国工商银行(亚洲)有限公司,ICBCAS Float 06/21/23,100.208,3mL+85,-,200.00 百万,2018-06-21,绿色债券/贷款,--,--,金融债,3518,2023/06/21
4343,中国工商银行股份有限公司,ICBCAS 4.7 06/21/21,-,4.7,-,300.00 百万,2018-06-21,--,--,--,金融债,99539,2021/06/21
4344,新城控股集团股份有限公司,FTLNHD 7.5 03/20/22,100.000,7.5,-,200.00 百万,2018-06-20,"项目融资,再融资",2020/6/20,2020/6/20,地产债,834,2022/03/20
4345,中国工商银行股份有限公司,ICBCAS 0 09/19/18,100.000,0,-,38.00 百万,2018-06-19,--,--,--,金融债,27684,2018/09/19
4346,中信证券股份有限公司,CSILTD Float 06/13/19,-,L+130,-,20.00 百万,2018-06-19,投资,--,--,金融债,832,2019/06/13
4347,香港中华煤气有限公司,HKCGAS 3.69 06/19/48,-,3.69,-,300.00 百万,2018-06-19,--,--,--,产业债,99674,2048/06/19
4348,中国建设银行股份有限公司,CCB 0 06/18/19,100.000,0,-,18.00 百万,2018-06-19,--,--,--,金融债,27791,2019/06/18
4349,中国建设银行股份有限公司,CCB 0 12/17/18,100.000,0,-,100.00 百万,2018-06-15,--,--,--,金融债,27712,2018/12/17
4350,中国建设银行股份有限公司,CCB 0 09/14/18,100.000,0,-,40.00 百万,2018-06-15,--,--,--,金融债,27802,2018/09/14
4351,青岛胶州湾发展集团有限公司,QDJZWD 6.5 06/14/21,100.000,6.5,-,200.00 百万,2018-06-14,--,--,--,城投债,835,2021/06/14
4352,中国工商银行股份有限公司,ICBCAS Float 06/14/21,100.000,3mL+73,-,500.00 百万,2018-06-14,绿色债券/贷款,--,--,金融债,837,2021/06/14
4353,中国工商银行股份有限公司,ICBCAS Float 06/14/23,100.192,3mL+83,-,500.00 百万,2018-06-14,绿色债券/贷款,--,--,金融债,838,2023/06/14
4354,中国工商银行股份有限公司,ICBCAS Float 06/14/21,-,3mE+50,-,500.00 百万,2018-06-14,Green Bond/Loan,--,--,金融债,99425,2021/06/14
4355,中国建设银行股份有限公司,CCB 0 12/14/18,98.983,0,2.914,100.00 百万,2018-06-14,--,--,--,金融债,27533,2018/12/14
4356,中国光大银行股份有限公司,CHEVBK Float 06/13/21,100.000,3mL+85,-,300.00 百万,2018-06-13,--,--,--,金融债,836,2021/06/13
4357,中信证券股份有限公司,CSILTD 3.3 06/12/19,-,3.3,-,20.00 百万,2018-06-13,投资,--,--,金融债,851,2019/06/12
4358,中国光大银行股份有限公司,CHEVBK Float 06/13/21,-,3mE+75,-,300.00 百万,2018-06-13,General Corporate Purposes,--,--,金融债,99451,2021/06/13
4359,香港铁路有限公司,MTRC 2.05 06/12/19,-,2.05,-,200.00 百万,2018-06-12,--,--,--,产业债,99593,2019/06/12
4360,九龙仓集团有限公司,WHARF 3.1 12/12/20,-,3.1,-,370.00 百万,2018-06-12,--,--,--,地产债,99668,2020/12/12
4361,交通银行股份有限公司,BOCOM 3.59 06/15/21,100.000,3.59,-,30.00 百万,2018-06-12,--,--,--,金融债,19349,2021/06/15
4362,中融国际控股有限公司,ZHNBND 7.6 06/11/20,100.750,7.6,6.633,200.00 百万,2018-06-11,"一般企业用途,再融资",--,--,金融债,839,2020/06/11
4363,凯基国际(香港)有限公司,KGIINT 1 11/10/20,-,1,-,6.00 百万,2018-06-11,--,--,--,金融债,99669,2020/11/10
4364,凯基国际(香港)有限公司,KGIINT 1 09/25/20,-,1,-,3.00 百万,2018-06-11,--,--,--,金融债,99670,2020/09/25
4365,中国工商银行股份有限公司,ICBCAS 0 04/11/19,100.000,0,-,100.00 百万,2018-06-11,--,--,--,金融债,27608,2019/04/11
4366,中国建设银行股份有限公司,CCB Float 06/08/23,100.225,3mL+83,-,600.00 百万,2018-06-08,--,--,--,金融债,841,2023/06/08
4367,中国建设银行股份有限公司,CCB Float 06/08/21,100.000,3mL+73,-,900.00 百万,2018-06-08,--,--,--,金融债,842,2021/06/08
4368,中国银行股份有限公司,BCHINA Float 06/07/21,100.000,3mL+73,-,500.00 百万,2018-06-07,绿色债券/贷款,--,--,金融债,846,2021/06/07
4369,中国银行股份有限公司,BCHINA Float 06/07/23,100.201,3mL+83,-,500.00 百万,2018-06-07,绿色债券/贷款,--,--,金融债,847,2023/06/07
4370,国瑞置业有限公司,GUOPRO 10 06/07/20,100.000,10,-,100.00 百万,2018-06-07,"运营资本,再融资",--,--,地产债,848,2020/06/07
